5=0.39196197061365595,6=0.15773552290406204,7=0.09709017574186098,12=0.06741573033707857,1=0.03831748775568995,9=0.03716508210890229,0=0.037021031403053836,11=0.032843560933448535,10=0.03010659752232782,2=0.029674445404782448,8=0.027081532699510188,4=0.02679343128781327,3=0.026793431287813266,
12=0.12572122684482231,7=0.11691466747646521,0=0.1129668994837534,9=0.10021257212268445,1=0.0862435469177042,11=0.07318554509565746,6=0.05830549650774372,8=0.055268751897965374,4=0.054661402976009715,3=0.054357728515031886,2=0.05405405405405404,5=0.05405405405405404,10=0.05405405405405404,
8=0.23895131086142296,0=0.09887640449438195,12=0.09787765293383256,9=0.08389513108614224,1=0.07390761548064911,3=0.06092384519350805,11=0.05792759051186014,7=0.056179775280898854,4=0.05243445692883891,2=0.04494382022471903,10=0.04494382022471903,5=0.04469413233458171,6=0.04444444444444438,
0=0.13185723727693305,9=0.11004626569729004,1=0.10112359550561784,12=0.09418374091209503,11=0.07732980832782539,7=0.07336417713152665,4=0.059153998678122814,2=0.05882352941176458,3=0.05882352941176458,5=0.05882352941176458,6=0.05882352941176458,8=0.05882352941176458,10=0.05882352941176458,
0=0.1357945425361154,12=0.12070626003210254,9=0.10818619582664513,1=0.08764044943820215,11=0.07544141252006412,7=0.07191011235955046,3=0.05746388443017645,2=0.05714285714285703,4=0.05714285714285703,5=0.05714285714285703,6=0.05714285714285703,8=0.05714285714285703,10=0.05714285714285703,
0=0.13097913322632412,12=0.121027287319422,9=0.10658105939004801,1=0.09309791332263231,11=0.07704654895666123,7=0.07030497592295334,3=0.05778491171749587,5=0.05746388443017645,2=0.05714285714285703,4=0.05714285714285703,6=0.05714285714285703,8=0.05714285714285703,10=0.05714285714285703,
8=0.20926966292134833,1=0.17860486891385766,12=0.08778089887640445,0=0.07935393258426968,9=0.0690543071161049,3=0.05360486891385766,11=0.052668539325842666,7=0.052434456928838954,4=0.04939138576779026,10=0.042368913857677847,6=0.04213483146067411,2=0.041666666666666616,5=0.041666666666666616,
8=0.22105520273571083,11=0.1121152906692721,0=0.09697117733268201,12=0.0930630190522717,9=0.0769418661455789,1=0.06765999022960431,3=0.05300439667806553,7=0.05276013678553986,4=0.051050317537860324,10=0.044699560332193536,5=0.04372252076209094,2=0.04347826086956529,6=0.04347826086956529,
2=0.4242639738301806,5=0.16583700753804576,10=0.15388991608590533,12=0.026169819371355416,8=0.025885364812971115,11=0.025885364812971115,7=0.025600910254586818,9=0.02560091025458681,0=0.025458682975394668,4=0.025458682975394668,1=0.025316455696202517,3=0.025316455696202517,6=0.025316455696202517,
4=0.310922821882483,6=0.1263584453858907,5=0.08325658500644686,8=0.07570454964081781,0=0.05470620740467857,9=0.05212746362129301,11=0.0508380917296003,3=0.0489961318843249,1=0.04568060416282925,7=0.04420703628660896,12=0.03812856879720024,2=0.03518143304475965,10=0.03389206115306689,
2=0.6254030288226674,5=0.06907669760625307,6=0.06604787493893499,10=0.035271128480703455,0=0.0287249633610161,9=0.027747923790913502,1=0.024425989252564714,11=0.024425989252564707,7=0.024230581338544187,12=0.021397166585246676,4=0.017977528089887607,3=0.01778212017586709,8=0.017489008304836316,
1=0.1792867611138252,6=0.17684416218856885,11=0.10942843185149001,12=0.07523204689789938,9=0.06619443087445047,0=0.06301905227161703,7=0.0571568148510015,10=0.04665363947239869,4=0.04640937957987306,5=0.04567659990229611,8=0.04518808011724482,3=0.04494382022471917,2=0.04396678065461658,
4=0.32257405515832466,0=0.09315628192032681,8=0.0847803881511746,9=0.08049029622063329,1=0.06680286006128698,3=0.05413687436159342,11=0.05352400408580177,7=0.052706843718079606,12=0.0437180796731358,6=0.03758937691521953,2=0.03718079673135846,10=0.03677221654749737,5=0.03656792645556683,
11=0.22676200204290087,12=0.16445352400408572,0=0.09116445352400414,9=0.07482124616956082,1=0.06690500510725235,7=0.05566905005107258,10=0.04622063329928497,4=0.045965270684371784,2=0.04570990806945861,6=0.04570990806945861,8=0.04570990806945861,3=0.04545454545454543,5=0.04545454545454543,
0=0.13891726251276817,9=0.11406196799455225,1=0.09363295880149808,11=0.083418454204971,7=0.07933265236636017,12=0.0663942798774259,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
4=0.2255216693418939,0=0.1112894596040662,9=0.08855002675227384,1=0.07784911717495978,8=0.06527554842161576,3=0.06474050294275005,11=0.06313536650615299,7=0.05831995719636164,12=0.05457463884430169,5=0.0478865703584804,2=0.04761904761904755,6=0.04761904761904755,10=0.04761904761904755,
0=0.12552166934189393,9=0.1203852327447832,1=0.10433386837881209,4=0.0770465489566612,11=0.07191011235955043,3=0.07062600321027278,7=0.07030497592295334,12=0.06484751203852317,8=0.0642054574638843,2=0.05842696629213472,6=0.05778491171749587,5=0.05746388443017645,10=0.05714285714285703,
0=0.14538644875723533,9=0.11338100102145048,1=0.09261150834184538,11=0.08137555328566559,7=0.07490636704119845,12=0.0680966973101804,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
0=0.12744783306581045,9=0.11556982343499186,1=0.0886035313001604,11=0.07768860353130007,8=0.07672552166934177,4=0.07608346709470293,3=0.07383627608346698,7=0.07062600321027276,12=0.06452648475120373,10=0.05746388443017645,2=0.05714285714285703,5=0.05714285714285703,6=0.05714285714285703,
4=0.39503252513305775,0=0.09225310467179183,9=0.08456534594914254,1=0.055391287206781006,7=0.04967474866942642,11=0.04967474866942641,3=0.04730928444707279,8=0.0445495761876602,12=0.040804257835600294,6=0.03528484131677516,5=0.03528484131677515,2=0.03508771929824569,10=0.03508771929824569,
0=0.13857677902621734,9=0.12427647259107935,1=0.09124957439564176,11=0.07933265236636018,7=0.07388491658154575,12=0.06809669731018042,3=0.060946544092611465,2=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
2=0.2976676881171263,10=0.2361252979230507,5=0.1703268641470888,8=0.1165304732720463,1=0.027579162410623075,11=0.02655771195097037,6=0.022301668369084083,3=0.020514130064691848,4=0.019577800476676867,12=0.01625808648280557,0=0.015577119509703767,7=0.015577119509703767,9=0.015406877766428318,
10=0.39934894466029625,6=0.09219783681612932,8=0.09188281003885325,7=0.07004095348104585,11=0.05050929328992962,4=0.04893415940354925,9=0.04567888270502989,5=0.04210857922923444,12=0.04158353460044102,2=0.03412790087157404,3=0.03024257061850253,1=0.02740732962301793,0=0.025937204662396265,
11=0.24462279293739952,6=0.14526484751203836,3=0.11524879614767232,7=0.08362760834670935,12=0.07768860353130007,1=0.0693418940609951,9=0.06356340288924552,0=0.03804173354735146,10=0.03772070626003205,5=0.03643659711075436,8=0.030176565008025624,4=0.02921348314606736,2=0.029052969502407645,
1=0.20354991043803938,8=0.14232209737827708,6=0.1405308581664224,7=0.09786679693860938,4=0.07392932747109596,12=0.07376648754274553,9=0.05894805406285626,3=0.04559517993812086,0=0.037453183520599294,11=0.03403354502524021,10=0.03175378602833416,5=0.030776746458231564,2=0.029474027031428107,
5=0.30142610198789976,11=0.09485738980120993,12=0.08988764044943809,0=0.08405358686257552,9=0.0723854796888504,1=0.05898876404494376,7=0.048833189282627414,6=0.0488331892826274,2=0.04321521175453755,10=0.04105445116681066,3=0.038893690579083796,4=0.038893690579083796,8=0.03867761452031111,
8=0.18042350907519444,7=0.13677614520311152,4=0.10133967156439061,12=0.09183232497839229,0=0.08578219533275705,9=0.06741573033707855,3=0.06071737251512525,1=0.059204840103716426,11=0.050777873811581616,6=0.04904926534140011,5=0.03910976663785649,2=0.038893690579083796,10=0.03867761452031111,
7=0.22552166934189397,12=0.11530230069555895,0=0.09470304975922941,9=0.08319957196361683,1=0.07169609416800421,6=0.06260032102728727,11=0.06072766185125731,5=0.0478865703584804,8=0.0478865703584804,2=0.04761904761904755,3=0.04761904761904755,4=0.04761904761904755,10=0.04761904761904755,
8=0.1332992849846782,12=0.11516853932584271,7=0.10367722165474978,0=0.1024004085801839,9=0.07967313585291116,1=0.06971399387129733,3=0.06792645556690508,4=0.06767109295199189,11=0.06281920326864153,6=0.06052093973442296,2=0.04570990806945861,10=0.04570990806945861,5=0.045709908069458606,
9=0.18188202247191015,1=0.12827715355805247,12=0.1027621722846442,8=0.09386704119850188,7=0.08356741573033706,0=0.07841760299625467,6=0.05758426966292136,11=0.05149812734082395,3=0.05126404494382022,4=0.04470973782771531,5=0.04260299625468159,10=0.04190074906367036,2=0.041666666666666616,
9=0.21923177423569384,12=0.19284034491769023,0=0.07551607002874322,1=0.06271230729030579,11=0.058270185523909133,7=0.05722498040240402,6=0.054089365037888734,3=0.047034230467729345,10=0.047034230467729345,2=0.0465116279069768,4=0.0465116279069768,5=0.0465116279069768,8=0.0465116279069768,
5=0.25791624106230854,9=0.15457950289410965,8=0.09073884916581552,12=0.07882192713653391,0=0.05975485188968335,3=0.05771195097037794,4=0.054477357848144344,1=0.0480081716036772,6=0.04409261150834181,11=0.043411644535240004,7=0.041198501872659145,10=0.035410282601293815,2=0.033878106911814754,
9=0.1999489274770173,1=0.1195097037793667,11=0.11108273748723191,12=0.10035750766087842,0=0.07788559754851894,6=0.05898876404494389,7=0.05515832482124621,10=0.04749744637385086,5=0.04622063329928496,3=0.045965270684371784,8=0.045965270684371784,4=0.04570990806945861,2=0.045709908069458606,
1=0.09654598418643355,7=0.07698709945900964,3=0.07615480649188522,11=0.07573866000832301,12=0.075738660008323,2=0.07532251352476078,4=0.07532251352476078,8=0.07532251352476078,5=0.07532251352476077,9=0.07490636704119859,10=0.07449022055763636,0=0.07407407407407415,6=0.07407407407407415,
5=0.2913069189828501,3=0.20922531046717904,6=0.10218805440567717,8=0.08740390301596687,11=0.05345949142519221,7=0.051212300413956274,12=0.03548196333530459,9=0.0315789473684211,0=0.029923122412773534,4=0.0288586635127144,1=0.028149024246008306,2=0.02566528681253699,10=0.025547013601419304,
10=0.4884939498703542,12=0.08562013828867764,8=0.06811797752808994,2=0.06606525496974934,5=0.06595721694036302,1=0.057422212618841804,3=0.047158599827139144,6=0.035760587726879865,7=0.030520743301642166,11=0.01863656006914432,9=0.012802506482281747,0=0.012748487467588578,4=0.010695764909248045,
8=0.2798413747521479,3=0.13654990085921997,7=0.1237276933245207,6=0.1073364177131525,12=0.08473231989424974,1=0.059616655651024385,9=0.03701255783212157,0=0.036748182419034985,11=0.03159286186384663,4=0.029213483146067386,10=0.025115664243225352,5=0.02485128883013877,2=0.02366159947124914,
5=0.24063670411985005,7=0.11254681647940068,12=0.10955056179775283,6=0.09625468164793993,11=0.0859550561797752,0=0.07228464419475647,9=0.05674157303370781,1=0.04943820224719096,2=0.03764044943820222,10=0.036516853932584255,3=0.03501872659176028,8=0.03389513108614231,4=0.033520599250936325,
8=0.20694069122457673,5=0.180628644574029,3=0.14478737021760782,12=0.10325700469350015,1=0.0741004124591097,7=0.06016213909827909,0=0.042810411036836866,9=0.03840136538188028,4=0.032854501493386444,11=0.030294410467927767,2=0.02944104679277486,6=0.02830322855923766,10=0.028018774000853362,
5=0.24398073836276044,1=0.12484394506866403,7=0.11878009630818605,12=0.11467808097021563,0=0.05921169966113779,9=0.05368289637952555,2=0.048689138576778944,8=0.04654895666131616,10=0.04387372926698764,11=0.040485107900838174,6=0.03620474406991255,4=0.034777956126270666,3=0.034242910647404964,
12=0.1825842696629213,3=0.16807116104868894,7=0.09831460674157304,0=0.0917602996254682,9=0.07771535580524346,1=0.059222846441947564,11=0.054775280898876386,6=0.05056179775280897,8=0.046348314606741534,10=0.04447565543071156,5=0.04283707865168534,2=0.041666666666666616,4=0.041666666666666616,
8=0.2245672638931067,12=0.20482842392954756,3=0.15730337078651682,7=0.0873064075311266,0=0.05769814758578801,9=0.047221378682052846,1=0.041603401153962924,4=0.03401153962951715,11=0.03385970239902825,6=0.028697236562405106,5=0.028545399331916185,10=0.027330701488004854,2=0.02702702702702702,
5=0.2916567057136023,7=0.14248147262730085,0=0.08128137700215154,9=0.06932823332536456,1=0.057614152522113334,11=0.05020320344250533,2=0.047334448960076464,12=0.04542194597179052,6=0.0435094429835046,10=0.04350944298350459,3=0.04255319148936164,4=0.04255319148936164,8=0.04255319148936164,
5=0.22293561619404273,7=0.14820759764579972,3=0.13001605136436575,1=0.09167112537899041,12=0.08346709470304964,0=0.06046013911182445,9=0.05403959336543599,11=0.04030675940788295,2=0.03566969859104685,6=0.03406456215444974,8=0.0333511681826288,10=0.03317281968967356,4=0.032637774210807845,
5=0.23174157303370788,1=0.19188904494382023,12=0.1502808988764045,7=0.0644311797752809,0=0.05600421348314607,9=0.05038623595505618,8=0.04371488764044944,11=0.03967696629213483,2=0.03704353932584269,6=0.03493679775280899,4=0.03423455056179775,3=0.03353230337078652,10=0.032127808988764044,
3=0.23611556982343485,8=0.22375601926163707,7=0.10321027287319409,12=0.08747993579454244,0=0.06195826645264842,9=0.052006420545746355,1=0.04285714285714281,11=0.03900481540930974,4=0.03354735152487955,2=0.031139646869983897,6=0.030818619582664467,5=0.02953451043338678,10=0.028571428571428515,
1=0.23495630461922562,7=0.1520599250936328,12=0.09612983770287127,0=0.07890137328339566,9=0.06866416978776523,11=0.05393258426966288,6=0.04719101123595501,5=0.0454431960049937,2=0.04469413233458171,8=0.04469413233458171,3=0.04444444444444438,4=0.04444444444444438,10=0.04444444444444438,
7=0.17461281506225323,12=0.11782569085939874,0=0.1020346188885514,9=0.0804737321591254,1=0.07409656847859096,11=0.06680838141512298,6=0.05830549650774371,4=0.0546614029760097,3=0.054357728515031886,5=0.054357728515031886,2=0.054357728515031865,8=0.05405405405405404,10=0.05405405405405404,
12=0.3755232430050672,5=0.273518396122494,7=0.05518836748182412,0=0.04119850187265914,2=0.03205551883674815,6=0.03194536241462873,9=0.03106411103767346,1=0.03062348534919582,8=0.02974223397224053,10=0.02665785415289708,11=0.025115664243225356,3=0.025115664243225342,4=0.022251597268120704,
3=0.2856464630479507,12=0.1816215645935538,5=0.1528195389565859,8=0.12649680856675632,6=0.07886268924407869,7=0.05881732341615234,1=0.03423537479559001,4=0.016933059028327264,9=0.014875771482829557,0=0.014823020520124486,11=0.013926254154138314,2=0.010550192541013885,10=0.010391939652898679,
12=0.3004943820224718,5=0.13510112359550558,8=0.12925842696629208,11=0.11119101123595508,3=0.07802247191011241,7=0.07119101123595512,6=0.0535730337078652,0=0.023101123595505632,9=0.021483146067415745,10=0.021123595505617994,1=0.020044943820224734,2=0.01770786516853934,4=0.01770786516853934,
8=0.2269977213797438,12=0.2178046672428695,5=0.13090280506010846,3=0.11935255755480474,2=0.06670857232654984,7=0.048165317828239185,10=0.04580812445980986,6=0.04565097823524787,0=0.021764752101830754,9=0.021529032764987827,1=0.01956470495796338,11=0.019486131845682403,4=0.016264634242162325,
12=0.2677031617454926,5=0.2584269662921348,7=0.1169323229683826,6=0.07969689051476361,0=0.03788868565455974,9=0.03514502221060887,8=0.031094852364776628,1=0.03096420172458848,11=0.03044159916383593,2=0.02900444212176643,3=0.02808988764044947,4=0.02795923700026133,10=0.02665273059837996,
12=0.22291579969482592,8=0.21986405881536958,6=0.12165348869468706,3=0.11721459287002356,7=0.0797614093494244,0=0.03467887363018454,9=0.034124011652101584,1=0.03412401165210157,11=0.03037869330004165,4=0.027465667915106153,10=0.02677209044250246,5=0.026217228464419526,2=0.02483007351921215,
12=0.2436017478152309,5=0.1975655430711611,6=0.13217852684144818,7=0.10081148564294627,0=0.04650436953807735,8=0.04353932584269656,1=0.040262172284644154,9=0.039481897627965,11=0.03558052434456924,2=0.031210986267165987,10=0.03058676654182267,3=0.029962546816479353,4=0.028714107365792708,
8=0.2356875334403422,12=0.2138844301765648,5=0.17027822364901007,11=0.07985553772070618,0=0.04868913857677897,9=0.043472445157838366,1=0.03544676297485282,7=0.032370251471375025,3=0.03183520599250933,4=0.02969502407704652,6=0.027153558052434426,2=0.026217228464419446,10=0.02541466024612089,
5=0.24935935343977922,12=0.146067415730337,7=0.1340429726000394,0=0.07589197713384586,9=0.06426177804060716,1=0.05893948354031146,11=0.04612655233589597,6=0.040015769761482425,2=0.03922728168736454,10=0.03883303765030559,8=0.03686181746501091,4=0.03528484131677515,3=0.03508771929824569,
5=0.18532557195072433,1=0.13564369838906182,2=0.13022878028969806,12=0.11777446866116138,3=0.09909300121835661,7=0.09015838635440639,10=0.0472451604169487,0=0.04372546365236225,9=0.04088263165019628,11=0.031677270881277905,6=0.02802220116420739,8=0.02612697982943009,4=0.024096385542168693,
1=0.2779907468605418,5=0.165631196298744,7=0.11434236615994701,3=0.10971579643093175,12=0.08142762723066745,8=0.0456047587574355,0=0.036351619299405113,9=0.035426305353602076,11=0.028552544613350928,2=0.027098479841374725,6=0.026569729015201562,4=0.026173165895571688,10=0.025115664243225345,
11=0.10964742347927164,7=0.08988764044943812,3=0.07748934521503284,12=0.07632700503680738,4=0.07438977140643156,9=0.07400232468035638,0=0.07322743122820609,8=0.0724525377760557,1=0.07206509104998056,6=0.07129019759783024,10=0.06974041069352958,5=0.06974041069352957,2=0.06974041069352956,
